1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ11ï\Å@éYã∆(ëÂï™óﬁÅjÅCíjèóï 15çŒà»è„èAã∆é“êî Å|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,ëçêîÅiíjèóï Åj,,,,,,,,,,,,,,,,,,,,,,íj,,,,,,,,,,,,,,,,,,,,,,èó,,,,,,,,,,,,,,,,,,,,,
4,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiéYã∆ëÂï™óﬁÅj,Ç`Å@î_ã∆ÅCó—ã∆,Ç§Çøî_ã∆,ÇaÅ@ãôã∆,ÇbÅ@çzã∆ÅCçÃêŒã∆ÅCçªóòçÃéÊã∆,ÇcÅ@åöê›ã∆,ÇdÅ@êªë¢ã∆,ÇeÅ@ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆,ÇfÅ@èÓïÒí êMã∆,ÇgÅ@â^óAã∆ÅCóXï÷ã∆,ÇhÅ@âµîÑã∆ÅCè¨îÑã∆,ÇiÅ@ã‡óZã∆ÅCï€åØã∆,ÇjÅ@ïsìÆéYã∆ÅCï®ïií¿ë›ã∆,ÇkÅ@äwèpå§ãÜÅCêÍñÂÅEãZèpÉTÅ[ÉrÉXã∆,ÇlÅ@èhîëã∆ÅCà˘êHÉTÅ[ÉrÉXã∆,ÇmÅ@ê∂äàä÷òAÉTÅ[ÉrÉXã∆ÅCå‚äyã∆,ÇnÅ@ã≥àÁÅCäwèKéxâáã∆,ÇoÅ@à„ó√ÅCïüéÉ,ÇpÅ@ï°çáÉTÅ[ÉrÉXéñã∆,ÇqÅ@ÉTÅ[ÉrÉXã∆ÅiëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃÅj,ÇrÅ@åˆñ±ÅiëºÇ…ï™óﬁÇ≥ÇÍÇÈÇ‡ÇÃÇèúÇ≠Åj,ÇsÅ@ï™óﬁïsî\ÇÃéYã∆,ëçêîÅiéYã∆ëÂï™óﬁÅj,Ç`Å@î_ã∆ÅCó—ã∆,Ç§Çøî_ã∆,ÇaÅ@ãôã∆,ÇbÅ@çzã∆ÅCçÃêŒã∆ÅCçªóòçÃéÊã∆,ÇcÅ@åöê›ã∆,ÇdÅ@êªë¢ã∆,ÇeÅ@ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆,ÇfÅ@èÓïÒí êMã∆,ÇgÅ@â^óAã∆ÅCóXï÷ã∆,ÇhÅ@âµîÑã∆ÅCè¨îÑã∆,ÇiÅ@ã‡óZã∆ÅCï€åØã∆,ÇjÅ@ïsìÆéYã∆ÅCï®ïií¿ë›ã∆,ÇkÅ@äwèpå§ãÜÅCêÍñÂÅEãZèpÉTÅ[ÉrÉXã∆,ÇlÅ@èhîëã∆ÅCà˘êHÉTÅ[ÉrÉXã∆,ÇmÅ@ê∂äàä÷òAÉTÅ[ÉrÉXã∆ÅCå‚äyã∆,ÇnÅ@ã≥àÁÅCäwèKéxâáã∆,ÇoÅ@à„ó√ÅCïüéÉ,ÇpÅ@ï°çáÉTÅ[ÉrÉXéñã∆,ÇqÅ@ÉTÅ[ÉrÉXã∆ÅiëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃÅj,ÇrÅ@åˆñ±ÅiëºÇ…ï™óﬁÇ≥ÇÍÇÈÇ‡ÇÃÇèúÇ≠Åj,ÇsÅ@ï™óﬁïsî\ÇÃéYã∆,ëçêîÅiéYã∆ëÂï™óﬁÅj,Ç`Å@î_ã∆ÅCó—ã∆,Ç§Çøî_ã∆,ÇaÅ@ãôã∆,ÇbÅ@çzã∆ÅCçÃêŒã∆ÅCçªóòçÃéÊã∆,ÇcÅ@åöê›ã∆,ÇdÅ@êªë¢ã∆,ÇeÅ@ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆,ÇfÅ@èÓïÒí êMã∆,ÇgÅ@â^óAã∆ÅCóXï÷ã∆,ÇhÅ@âµîÑã∆ÅCè¨îÑã∆,ÇiÅ@ã‡óZã∆ÅCï€åØã∆,ÇjÅ@ïsìÆéYã∆ÅCï®ïií¿ë›ã∆,ÇkÅ@äwèpå§ãÜÅCêÍñÂÅEãZèpÉTÅ[ÉrÉXã∆,ÇlÅ@èhîëã∆ÅCà˘êHÉTÅ[ÉrÉXã∆,ÇmÅ@ê∂äàä÷òAÉTÅ[ÉrÉXã∆ÅCå‚äyã∆,ÇnÅ@ã≥àÁÅCäwèKéxâáã∆,ÇoÅ@à„ó√ÅCïüéÉ,ÇpÅ@ï°çáÉTÅ[ÉrÉXéñã∆,ÇqÅ@ÉTÅ[ÉrÉXã∆ÅiëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃÅj,ÇrÅ@åˆñ±ÅiëºÇ…ï™óﬁÇ≥ÇÍÇÈÇ‡ÇÃÇèúÇ≠Åj,ÇsÅ@ï™óﬁïsî\ÇÃéYã∆
2273,"25211","037004","3","","","","é†âÍåß","åŒìÏés","êŒïîíÜâõ","ÇSíöñ⁄",418,4,4,-,-,14,151,2,1,18,63,8,4,7,10,17,17,43,3,20,12,24,240,3,3,-,-,11,111,2,1,14,28,3,3,3,4,7,6,10,3,12,5,14,178,1,1,-,-,3,40,-,-,4,35,5,1,4,6,10,11,33,-,8,7,10
2274,"25211","037005","3","çáéZínàÊÇ†ÇË","","037006","é†âÍåß","åŒìÏés","êŒïîíÜâõ","ÇTíöñ⁄",75,1,1,-,-,7,32,-,1,5,4,1,1,2,3,3,3,4,-,4,2,2,49,1,1,-,-,7,23,-,1,4,1,-,1,1,1,1,1,1,-,3,1,2,26,-,-,-,-,-,9,-,-,1,3,1,-,1,2,2,2,3,-,1,1,-
2275,"25211","037006","3","îÈìΩínàÊ","037005","","é†âÍåß","åŒìÏés","êŒïîíÜâõ","ÇUíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2276,"25211","0380","2","","","","é†âÍåß","åŒìÏés","êŒïîìå","",995,12,12,-,1,62,321,-,13,67,135,10,9,21,48,39,24,105,9,64,14,41,578,6,6,-,1,46,228,-,12,52,62,5,8,14,24,13,8,20,6,36,9,28,417,6,6,-,-,16,93,-,1,15,73,5,1,7,24,26,16,85,3,28,5,13
2277,"25211","038001","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇPíöñ⁄",403,7,7,-,-,28,138,-,4,29,49,3,3,8,13,14,12,40,1,23,4,27,246,3,3,-,-,24,98,-,4,23,20,3,3,6,9,4,4,8,1,13,4,19,157,4,4,-,-,4,40,-,-,6,29,-,-,2,4,10,8,32,-,10,-,8
2278,"25211","038002","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇQíöñ⁄",57,-,-,-,-,3,20,-,3,1,5,1,1,1,2,3,1,10,1,1,-,4,34,-,-,-,-,3,17,-,3,1,2,-,1,1,1,1,-,1,-,1,-,2,23,-,-,-,-,-,3,-,-,-,3,1,-,-,1,2,1,9,1,-,-,2
2279,"25211","038003","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇRíöñ⁄",132,1,1,-,-,12,38,-,4,7,21,-,1,1,7,8,2,13,-,15,2,-,74,-,-,-,-,7,28,-,4,6,10,-,1,1,1,2,2,2,-,8,2,-,58,1,1,-,-,5,10,-,-,1,11,-,-,-,6,6,-,11,-,7,-,-
2280,"25211","038004","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇSíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2281,"25211","038005","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇTíöñ⁄",34,-,-,-,-,3,9,-,-,3,2,-,-,1,3,1,1,8,-,3,-,-,14,-,-,-,-,3,4,-,-,3,1,-,-,1,-,-,-,1,-,1,-,-,20,-,-,-,-,-,5,-,-,-,1,-,-,-,3,1,1,7,-,2,-,-
2282,"25211","038006","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇUíöñ⁄",129,-,-,-,-,8,46,-,-,11,14,2,2,2,6,4,2,14,2,7,4,5,75,-,-,-,-,4,35,-,-,7,7,1,2,1,3,3,-,1,1,4,2,4,54,-,-,-,-,4,11,-,-,4,7,1,-,1,3,1,2,13,1,3,2,1
2283,"25211","038007","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇVíöñ⁄",49,3,3,-,-,3,10,-,-,3,8,1,-,1,7,2,1,6,1,3,-,-,29,2,2,-,-,3,7,-,-,2,4,-,-,1,3,1,-,3,1,2,-,-,20,1,1,-,-,-,3,-,-,1,4,1,-,-,4,1,1,3,-,1,-,-
2284,"25211","038008","3","","","","é†âÍåß","åŒìÏés","êŒïîìå","ÇWíöñ⁄",191,1,1,-,1,5,60,-,2,13,36,3,2,7,10,7,5,14,4,12,4,5,106,1,1,-,1,2,39,-,1,10,18,1,1,3,7,2,2,4,3,7,1,3,85,-,-,-,-,3,21,-,1,3,18,2,1,4,3,5,3,10,1,5,3,2
2285,"25211","0390","2","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","",1127,8,7,-,1,65,370,1,10,119,144,9,7,21,36,45,42,114,2,72,16,45,627,6,5,-,1,50,255,-,8,78,55,2,2,10,13,24,16,26,1,43,11,26,500,2,2,-,-,15,115,1,2,41,89,7,5,11,23,21,26,88,1,29,5,19
2286,"25211","039001","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇPíöñ⁄",87,1,1,-,-,7,46,-,-,8,3,-,1,2,-,2,2,6,-,3,-,6,60,-,-,-,-,4,39,-,-,5,1,-,-,1,-,1,1,2,-,2,-,4,27,1,1,-,-,3,7,-,-,3,2,-,1,1,-,1,1,4,-,1,-,2
2287,"25211","039002","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇQíöñ⁄",111,-,-,-,-,4,43,-,1,9,17,1,1,-,3,6,2,11,-,3,1,9,62,-,-,-,-,2,33,-,1,6,5,-,-,-,2,3,-,2,-,1,1,6,49,-,-,-,-,2,10,-,-,3,12,1,1,-,1,3,2,9,-,2,-,3
2288,"25211","039003","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇRíöñ⁄",135,1,1,-,-,6,41,-,1,13,19,3,-,-,4,6,6,19,-,9,1,6,63,-,-,-,-,4,29,-,-,8,7,-,-,-,-,2,1,4,-,4,1,3,72,1,1,-,-,2,12,-,1,5,12,3,-,-,4,4,5,15,-,5,-,3
2289,"25211","039004","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇSíöñ⁄",104,1,1,-,-,7,25,-,2,16,18,-,-,2,4,5,5,9,-,4,3,3,58,1,1,-,-,5,16,-,2,10,7,-,-,-,2,3,3,2,-,3,1,3,46,-,-,-,-,2,9,-,-,6,11,-,-,2,2,2,2,7,-,1,2,-
2290,"25211","039005","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇTíöñ⁄",145,3,2,-,-,5,49,-,1,14,20,-,1,4,6,6,7,18,-,11,-,-,73,3,2,-,-,5,27,-,1,8,8,-,-,2,2,3,4,4,-,6,-,-,72,-,-,-,-,-,22,-,-,6,12,-,1,2,4,3,3,14,-,5,-,-
2291,"25211","039006","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇUíöñ⁄",174,1,1,-,-,10,53,-,2,17,20,-,-,4,6,7,8,13,-,18,5,10,96,1,1,-,-,9,34,-,1,8,10,-,-,1,1,5,3,3,-,12,4,4,78,-,-,-,-,1,19,-,1,9,10,-,-,3,5,2,5,10,-,6,1,6
2292,"25211","039007","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇVíöñ⁄",176,1,1,-,-,13,42,-,2,19,25,5,2,4,5,5,8,21,2,15,5,2,102,1,1,-,-,10,30,-,2,14,11,2,1,2,2,4,3,7,1,8,3,1,74,-,-,-,-,3,12,-,-,5,14,3,1,2,3,1,5,14,1,7,2,1
2293,"25211","039008","3","","","","é†âÍåß","åŒìÏés","êŒïîìÏ","ÇWíöñ⁄",195,-,-,-,1,13,71,1,1,23,22,-,2,5,8,8,4,17,-,9,1,9,113,-,-,-,1,11,47,-,1,19,6,-,1,4,4,3,1,2,-,7,1,5,82,-,-,-,-,2,24,1,-,4,16,-,1,1,4,5,3,15,-,2,-,4
2294,"25211","0400","2","","","","é†âÍåß","åŒìÏés","êŒïîÇ™ãu","",197,-,-,-,-,4,100,-,-,2,4,-,-,1,2,-,-,13,-,71,-,-,109,-,-,-,-,3,75,-,-,2,1,-,-,1,1,-,-,4,-,22,-,-,88,-,-,-,-,1,25,-,-,-,3,-,-,-,1,-,-,9,-,49,-,-
2295,"25211","040001","3","","","","é†âÍåß","åŒìÏés","êŒïîÇ™ãu","ÇPíöñ⁄",114,-,-,-,-,4,100,-,-,2,4,-,-,1,2,-,-,1,-,-,-,-,83,-,-,-,-,3,75,-,-,2,1,-,-,1,1,-,-,-,-,-,-,-,31,-,-,-,-,1,25,-,-,-,3,-,-,-,1,-,-,1,-,-,-,-
2296,"25211","040002","3","","","","é†âÍåß","åŒìÏés","êŒïîÇ™ãu","ÇQíöñ⁄",83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,71,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,22,-,-,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,49,-,-
2297,"25211","0410","2","","","","é†âÍåß","åŒìÏés","ä€éR","",24,2,2,-,-,3,7,-,-,1,5,1,-,-,-,-,-,2,-,-,-,3,14,1,1,-,-,2,6,-,-,1,3,-,-,-,-,-,-,-,-,-,-,1,10,1,1,-,-,1,1,-,-,-,2,1,-,-,-,-,-,2,-,-,-,2
2298,"25211","041001","3","îÈìΩínàÊ","041002","","é†âÍåß","åŒìÏés","ä€éR","ÇPíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2299,"25211","041002","3","çáéZínàÊÇ†ÇË","","041001","é†âÍåß","åŒìÏés","ä€éR","ÇQíöñ⁄",11,2,2,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,7,1,1,-,-,2,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,1,1,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
2300,"25211","041003","3","","","","é†âÍåß","åŒìÏés","ä€éR","ÇRíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2301,"25211","041004","3","","","","é†âÍåß","åŒìÏés","ä€éR","ÇSíöñ⁄",13,-,-,-,-,-,4,-,-,1,2,1,-,-,-,-,-,2,-,-,-,3,7,-,-,-,-,-,3,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,2,-,-,-,2
2302,"25212","","1","","","","é†âÍåß","çÇìáés","","",24108,1588,1514,57,11,2024,4961,126,186,864,3189,382,212,425,1292,838,1032,3267,432,1193,1657,372,13489,1046,985,43,11,1700,3005,117,138,724,1458,144,138,260,471,354,410,801,282,807,1368,212,10619,542,529,14,-,324,1956,9,48,140,1731,238,74,165,821,484,622,2466,150,386,289,160
2303,"25212","0010","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨äCí√","",267,10,10,5,-,32,43,-,2,7,44,3,1,8,20,12,14,25,5,23,12,1,147,8,8,3,-,29,26,-,1,6,19,2,1,7,6,5,2,4,4,16,7,1,120,2,2,2,-,3,17,-,1,1,25,1,-,1,14,7,12,21,1,7,5,-
2304,"25212","001001","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨äCí√","ÇPãÊ",50,4,4,2,-,8,7,-,-,1,2,-,-,1,4,2,5,4,1,4,4,1,28,3,3,1,-,8,4,-,-,1,1,-,-,1,2,-,1,1,-,2,2,1,22,1,1,1,-,-,3,-,-,-,1,-,-,-,2,2,4,3,1,2,2,-
2305,"25212","001002","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨äCí√","ÇPãÊ",38,1,1,-,-,4,7,-,-,1,11,-,-,2,4,-,1,4,-,1,2,-,22,1,1,-,-,4,5,-,-,1,5,-,-,2,2,-,-,-,-,-,2,-,16,-,-,-,-,-,2,-,-,-,6,-,-,-,2,-,1,4,-,1,-,-
2306,"25212","001003","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨äCí√","ÇQãÊ",41,1,1,-,-,7,6,-,1,2,6,1,-,-,1,2,1,6,1,4,2,-,22,1,1,-,-,5,2,-,1,2,-,1,-,-,-,2,-,1,1,4,2,-,19,-,-,-,-,2,4,-,-,-,6,-,-,-,1,-,1,5,-,-,-,-
2307,"25212","001004","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨äCí√","ÇQãÊ",24,-,-,-,-,2,5,-,-,2,5,-,-,1,1,-,-,2,-,5,1,-,13,-,-,-,-,1,2,-,-,2,3,-,-,1,-,-,-,-,-,4,-,-,11,-,-,-,-,1,3,-,-,-,2,-,-,-,1,-,-,2,-,1,1,-
2308,"25212","001005","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨äCí√","ÇRãÊ",60,2,2,1,-,5,6,-,-,-,15,2,-,1,5,7,5,4,2,4,1,-,32,1,1,1,-,5,5,-,-,-,7,1,-,1,-,3,1,1,2,3,1,-,28,1,1,-,-,-,1,-,-,-,8,1,-,-,5,4,4,3,-,1,-,-
2309,"25212","001006","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨äCí√","ÇRãÊ",54,2,2,2,-,6,12,-,1,1,5,-,1,3,5,1,2,5,1,5,2,-,30,2,2,1,-,6,8,-,-,-,3,-,1,2,2,-,-,1,1,3,-,-,24,-,-,1,-,-,4,-,1,1,2,-,-,1,3,1,2,4,-,2,2,-
2310,"25212","0020","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨êºïl","",219,13,13,1,-,23,50,-,3,12,27,1,1,5,21,3,16,24,4,6,9,-,115,8,8,1,-,16,30,-,3,10,12,-,1,3,7,1,6,4,3,2,8,-,104,5,5,-,-,7,20,-,-,2,15,1,-,2,14,2,10,20,1,4,1,-
2311,"25212","0030","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨è¨çròH","",87,10,8,-,-,10,20,1,-,2,7,1,-,-,8,5,3,14,1,3,-,2,48,7,6,-,-,10,13,1,-,2,4,-,-,-,2,2,2,2,-,2,-,1,39,3,2,-,-,-,7,-,-,-,3,1,-,-,6,3,1,12,1,1,-,1
2312,"25212","0040","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ñÏå˚","",25,2,2,-,-,3,4,-,-,1,4,-,-,-,-,1,-,4,1,2,3,-,14,2,2,-,-,3,3,-,-,1,1,-,-,-,-,-,-,-,1,2,1,-,11,-,-,-,-,-,1,-,-,-,3,-,-,-,-,1,-,4,-,-,2,-
2313,"25212","0050","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ç›å¥","",17,5,3,-,-,-,4,-,-,-,1,-,1,-,3,-,1,1,-,-,1,-,11,4,3,-,-,-,3,-,-,-,1,-,-,-,1,-,1,-,-,-,1,-,6,1,-,-,-,-,1,-,-,-,-,-,1,-,2,-,-,1,-,-,-,-
2314,"25212","0060","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨éRíÜ","",33,4,4,-,-,1,10,-,-,1,2,-,-,-,2,1,-,6,1,2,3,-,17,4,4,-,-,1,6,-,-,1,1,-,-,-,-,-,-,-,1,1,2,-,16,-,-,-,-,-,4,-,-,-,1,-,-,-,2,1,-,6,-,1,1,-
2315,"25212","0070","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨â∫","",52,2,2,-,-,8,12,-,-,2,6,1,1,-,2,2,2,5,3,4,2,-,29,2,2,-,-,7,4,-,-,1,3,1,1,-,1,1,1,1,1,4,1,-,23,-,-,-,-,1,8,-,-,1,3,-,-,-,1,1,1,4,2,-,1,-
2316,"25212","0080","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨âY","",22,7,7,-,-,5,4,-,-,-,-,1,-,-,-,-,-,4,-,1,-,-,12,4,4,-,-,4,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,10,3,3,-,-,1,1,-,-,-,-,-,-,-,-,-,-,4,-,1,-,-
2317,"25212","0090","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨éõãvï€","",80,11,11,-,-,5,16,-,-,1,9,2,-,2,3,2,6,9,4,2,4,4,44,6,6,-,-,5,9,-,-,1,4,-,-,-,-,1,3,4,4,2,3,2,36,5,5,-,-,-,7,-,-,-,5,2,-,2,3,1,3,5,-,-,1,2
2318,"25212","0100","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ïgå˚","",221,24,24,-,-,21,60,-,3,5,13,-,-,3,9,4,6,43,4,14,11,1,137,15,15,-,-,16,36,-,3,5,7,-,-,3,3,2,1,21,4,11,9,1,84,9,9,-,-,5,24,-,-,-,6,-,-,-,6,2,5,22,-,3,2,-
2319,"25212","0110","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨êŒíÎ","",94,11,11,-,-,13,18,-,-,4,9,1,-,1,4,4,3,11,3,8,4,-,49,6,6,-,-,8,12,-,-,3,2,-,-,1,1,3,1,2,2,5,3,-,45,5,5,-,-,5,6,-,-,1,7,1,-,-,3,1,2,9,1,3,1,-
2320,"25212","0120","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ñqñÏ","",109,6,6,-,-,13,7,-,3,3,11,1,2,-,28,3,8,14,2,2,4,2,56,4,4,-,-,10,5,-,2,3,6,-,2,-,11,1,2,2,1,2,3,2,53,2,2,-,-,3,2,-,1,-,5,1,-,-,17,2,6,12,1,-,1,-
2321,"25212","0130","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨îííJ","",55,2,2,-,-,3,15,-,-,2,9,1,-,1,7,2,1,6,-,4,2,-,31,1,1,-,-,3,9,-,-,1,4,1,-,1,3,1,1,1,-,3,2,-,24,1,1,-,-,-,6,-,-,1,5,-,-,-,4,1,-,5,-,1,-,-
2322,"25212","0140","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨è„äJìc","",46,14,12,-,-,3,11,-,-,2,3,3,-,-,-,2,2,4,-,1,1,-,31,10,8,-,-,3,8,-,-,2,2,1,-,-,-,1,-,2,-,1,1,-,15,4,4,-,-,-,3,-,-,-,1,2,-,-,-,1,2,2,-,-,-,-
2323,"25212","0150","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨â∫äJìc","",31,2,2,-,-,2,13,-,-,3,2,1,-,1,-,-,-,4,-,1,2,-,18,2,2,-,-,2,7,-,-,3,1,-,-,1,-,-,-,-,-,1,1,-,13,-,-,-,-,-,6,-,-,-,1,1,-,-,-,-,-,4,-,-,1,-
2324,"25212","0160","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨í“","",18,7,7,-,-,2,5,-,-,-,1,-,-,-,-,1,1,-,-,-,1,-,12,4,4,-,-,2,4,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,6,3,3,-,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-
2325,"25212","0170","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨êXêº","",49,18,18,-,-,3,3,-,-,-,2,1,-,1,3,1,2,8,1,1,5,-,25,11,11,-,-,2,2,-,-,-,1,-,-,1,1,-,1,3,-,1,2,-,24,7,7,-,-,1,1,-,-,-,1,1,-,-,2,1,1,5,1,-,3,-
2326,"25212","0180","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ëÚ","",193,23,23,-,-,22,42,1,3,3,21,-,-,-,7,8,9,23,10,8,13,-,110,17,17,-,-,17,24,1,1,3,11,-,-,-,2,4,2,5,5,7,11,-,83,6,6,-,-,5,18,-,2,-,10,-,-,-,5,4,7,18,5,1,2,-
2327,"25212","0190","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ímì‡","",191,5,5,5,-,16,38,-,1,3,25,2,5,7,12,2,10,24,7,14,9,6,107,4,4,5,-,12,23,-,1,3,12,1,4,5,5,-,4,6,3,10,6,3,84,1,1,-,-,4,15,-,-,-,13,1,1,2,7,2,6,18,4,4,3,3
2328,"25212","0200","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨êVï€","",207,22,22,5,-,11,39,1,4,8,23,3,2,5,7,5,7,42,5,9,8,1,112,13,13,3,-,9,22,1,4,8,12,1,1,2,2,-,4,11,4,8,6,1,95,9,9,2,-,2,17,-,-,-,11,2,1,3,5,5,3,31,1,1,2,-
2329,"25212","0210","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨íÜèØ","",209,13,13,-,-,13,69,-,2,10,18,2,3,7,15,4,7,20,5,7,8,6,123,9,9,-,-,11,44,-,2,9,11,1,2,2,4,-,3,5,3,6,8,3,86,4,4,-,-,2,25,-,-,1,7,1,1,5,11,4,4,15,2,1,-,3
2330,"25212","0220","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ëÂè¿","",123,21,21,-,-,5,35,1,-,3,17,2,-,4,5,3,5,15,3,1,1,2,74,12,12,-,-,4,22,1,-,3,12,-,-,2,3,2,2,7,2,-,1,1,49,9,9,-,-,1,13,-,-,-,5,2,-,2,2,1,3,8,1,1,-,1
2331,"25212","0230","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨çÇñÿïl","",278,8,5,-,-,31,57,2,1,8,46,1,2,2,24,8,12,29,9,9,11,18,147,5,3,-,-,24,42,2,1,7,20,-,1,1,7,1,3,4,6,5,9,9,131,3,2,-,-,7,15,-,-,1,26,1,1,1,17,7,9,25,3,4,2,9
2332,"25212","023001","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨çÇñÿïl","ÇPíöñ⁄",193,5,2,-,-,21,33,2,1,7,25,1,1,1,20,7,12,20,7,6,9,15,107,4,2,-,-,17,25,2,1,6,14,-,-,1,6,1,3,4,5,4,7,7,86,1,-,-,-,4,8,-,-,1,11,1,1,-,14,6,9,16,2,2,2,8
