1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ7ï\Å@èZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—1ê¢ë—ìñÇΩÇËêlàı Å|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,1ê¢ë—ìñÇΩÇËêlàı,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv
1481,"25204","1410","2","","","","é†âÍåß","ãﬂç]î™î¶és","ìåêÏí¨","",58,58,57,57,-,-,-,1,-,-,222,222,220,220,-,-,-,2,-,-,3.8275862069,3.8275862069,3.8596491228,3.8596491228,-,-,-,2.0000000000,-,-
1482,"25204","1420","2","","","","é†âÍåß","ãﬂç]î™î¶és","ëqã¥ïîí¨","",43,43,43,43,-,-,-,-,-,-,139,139,139,139,-,-,-,-,-,-,3.2325581395,3.2325581395,3.2325581395,3.2325581395,-,-,-,-,-,-
1483,"25204","1430","2","","","","é†âÍåß","ãﬂç]î™î¶és","èÚìyéõí¨","",21,21,21,21,-,-,-,-,-,-,63,63,63,63,-,-,-,-,-,-,3.0000000000,3.0000000000,3.0000000000,3.0000000000,-,-,-,-,-,-
1484,"25204","1440","2","","","","é†âÍåß","ãﬂç]î™î¶és","è„î®í¨","",21,21,21,21,-,-,-,-,-,-,76,76,76,76,-,-,-,-,-,-,3.6190476190,3.6190476190,3.6190476190,3.6190476190,-,-,-,-,-,-
1485,"25204","1450","2","","","","é†âÍåß","ãﬂç]î™î¶és","êVä™í¨","",22,22,22,22,-,-,-,-,-,-,102,102,102,102,-,-,-,-,-,-,4.6363636364,4.6363636364,4.6363636364,4.6363636364,-,-,-,-,-,-
1486,"25204","1460","2","","","","é†âÍåß","ãﬂç]î™î¶és","í∑ïüéõí¨","",58,58,58,31,-,10,17,-,-,-,140,140,140,95,-,20,25,-,-,-,2.4137931034,2.4137931034,2.4137931034,3.0645161290,-,2.0000000000,1.4705882353,-,-,-
1487,"25204","1470","2","","","","é†âÍåß","ãﬂç]î™î¶és","ç]ì™í¨","",516,516,513,425,-,84,4,3,-,-,1476,1476,1466,1301,-,159,6,10,-,-,2.8604651163,2.8604651163,2.8576998051,3.0611764706,-,1.8928571429,1.5000000000,3.3333333333,-,-
1488,"25204","1480","2","","","","é†âÍåß","ãﬂç]î™î¶és","è\â§í¨","",266,264,261,213,-,47,1,3,2,-,778,776,773,674,-,93,6,3,2,-,2.9248120301,2.9393939394,2.9616858238,3.1643192488,-,1.9787234043,6.0000000000,1.0000000000,1.0000000000,-
1489,"25204","1490","2","","","","é†âÍåß","ãﬂç]î™î¶és","è¨ìcí¨","",171,170,169,169,-,-,-,1,1,-,585,581,580,580,-,-,-,1,4,-,3.4210526316,3.4176470588,3.4319526627,3.4319526627,-,-,-,1.0000000000,4.0000000000,-
1490,"25204","1500","2","","","","é†âÍåß","ãﬂç]î™î¶és","ñÏë∫í¨","",313,311,310,308,-,2,-,1,2,-,1098,1094,1092,1088,-,4,-,2,4,-,3.5079872204,3.5176848875,3.5225806452,3.5324675325,-,2.0000000000,-,2.0000000000,2.0000000000,-
1491,"25204","1510","2","","","","é†âÍåß","ãﬂç]î™î¶és","ç≤îgç]í¨","",55,55,53,52,-,1,-,2,-,-,197,197,191,190,-,1,-,6,-,-,3.5818181818,3.5818181818,3.6037735849,3.6538461538,-,1.0000000000,-,3.0000000000,-,-
1492,"25204","1520","2","","","","é†âÍåß","ãﬂç]î™î¶és","êÖåsí¨","",9,8,8,8,-,-,-,-,1,-,29,24,24,24,-,-,-,-,5,-,3.2222222222,3.0000000000,3.0000000000,3.0000000000,-,-,-,-,5.0000000000,-
1493,"25204","1530","2","","","","é†âÍåß","ãﬂç]î™î¶és","ä€ÇÃì‡í¨","",479,475,474,453,-,20,1,1,4,-,1364,1351,1348,1302,-,43,3,3,13,-,2.8475991649,2.8442105263,2.8438818565,2.8741721854,-,2.1500000000,3.0000000000,3.0000000000,3.2500000000,-
1494,"25204","1540","2","","","","é†âÍåß","ãﬂç]î™î¶és","ïêç≤í¨","",337,336,334,185,105,38,6,2,1,-,816,814,811,493,235,77,6,3,2,-,2.4213649852,2.4226190476,2.4281437126,2.6648648649,2.2380952381,2.0263157895,1.0000000000,1.5000000000,2.0000000000,-
1495,"25204","1550","2","","","","é†âÍåß","ãﬂç]î™î¶és","í∑åıéõí¨","",157,147,146,116,27,2,1,1,10,-,429,419,416,339,67,7,3,3,10,-,2.7324840764,2.8503401361,2.8493150685,2.9224137931,2.4814814815,3.5000000000,3.0000000000,3.0000000000,1.0000000000,-
1496,"25204","1560","2","","","","é†âÍåß","ãﬂç]î™î¶és","êºèhí¨","",35,33,33,29,-,3,1,-,2,-,130,121,121,115,-,3,3,-,9,-,3.7142857143,3.6666666667,3.6666666667,3.9655172414,-,1.0000000000,3.0000000000,-,4.5000000000,-
1497,"25204","1570","2","","","","é†âÍåß","ãﬂç]î™î¶és","ñÏìcí¨","",33,32,32,32,-,-,-,-,1,-,133,131,131,131,-,-,-,-,2,-,4.0303030303,4.0937500000,4.0937500000,4.0937500000,-,-,-,-,2.0000000000,-
1498,"25204","1580","2","","","","é†âÍåß","ãﬂç]î™î¶és","å‰èäì‡í¨","",50,49,49,49,-,-,-,-,1,-,165,163,163,163,-,-,-,-,2,-,3.3000000000,3.3265306122,3.3265306122,3.3265306122,-,-,-,-,2.0000000000,-
1499,"25204","1590","2","","","","é†âÍåß","ãﬂç]î™î¶és","óFíËí¨","",77,77,77,77,-,-,-,-,-,-,259,259,259,259,-,-,-,-,-,-,3.3636363636,3.3636363636,3.3636363636,3.3636363636,-,-,-,-,-,-
1500,"25204","1600","2","","","","é†âÍåß","ãﬂç]î™î¶és","êºê∂óàí¨","",254,254,254,240,11,2,1,-,-,-,795,795,795,767,20,3,5,-,-,-,3.1299212598,3.1299212598,3.1299212598,3.1958333333,1.8181818182,1.5000000000,5.0000000000,-,-,-
1501,"25204","1610","2","","","","é†âÍåß","ãﬂç]î™î¶és","ññçLí¨","",485,483,480,207,266,7,-,3,2,-,1053,1046,1038,493,528,17,-,8,7,-,2.1711340206,2.1656314700,2.1625000000,2.3816425121,1.9849624060,2.4285714286,-,2.6666666667,3.5000000000,-
1502,"25204","1620","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨èÌäyéõ","",805,800,794,708,-,84,2,6,5,-,2481,2466,2453,2286,-,161,6,13,15,-,3.0819875776,3.0825000000,3.0894206549,3.2288135593,-,1.9166666667,3.0000000000,2.1666666667,3.0000000000,-
1503,"25204","1630","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨è„èo","",106,47,47,47,-,-,-,-,59,-,234,165,165,165,-,-,-,-,69,-,2.2075471698,3.5106382979,3.5106382979,3.5106382979,-,-,-,-,1.1694915254,-
1504,"25204","1640","2","","","","é†âÍåß","ãﬂç]î™î¶és","ëÂéöçÅèØ","",45,45,45,45,-,-,-,-,-,-,135,135,135,135,-,-,-,-,-,-,3.0000000000,3.0000000000,3.0000000000,3.0000000000,-,-,-,-,-,-
1505,"25204","1650","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨éúâ∂éõ","",40,40,40,22,-,16,2,-,-,-,142,142,142,99,-,38,5,-,-,-,3.5500000000,3.5500000000,3.5500000000,4.5000000000,-,2.3750000000,2.5000000000,-,-,-
1506,"25204","1660","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨íÜâÆ","",58,58,58,57,-,1,-,-,-,-,189,189,189,187,-,2,-,-,-,-,3.2586206897,3.2586206897,3.2586206897,3.2807017544,-,2.0000000000,-,-,-,-
1507,"25204","1670","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨è¨íÜ","",217,217,215,93,-,112,10,2,-,-,511,511,507,269,-,225,13,4,-,-,2.3548387097,2.3548387097,2.3581395349,2.8924731183,-,2.0089285714,1.3000000000,2.0000000000,-,-
1508,"25204","1680","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨è„ñLâY","",359,356,354,208,22,118,6,2,3,-,999,996,991,715,47,222,7,5,3,-,2.7827298050,2.7977528090,2.7994350282,3.4375000000,2.1363636364,1.8813559322,1.1666666667,2.5000000000,1.0000000000,-
1509,"25204","1690","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨â∫ñLâY","",1290,1285,1277,1084,32,149,12,8,5,-,3573,3562,3542,3166,54,296,26,20,11,-,2.7697674419,2.7719844358,2.7736883320,2.9206642066,1.6875000000,1.9865771812,2.1666666667,2.5000000000,2.2000000000,-
1510,"25204","1700","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨åKé¿éõ","",269,269,267,251,10,6,-,2,-,-,764,764,762,721,18,23,-,2,-,-,2.8401486989,2.8401486989,2.8539325843,2.8725099602,1.8000000000,3.8333333333,-,1.0000000000,-,-
1511,"25204","1710","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ã{í√","",109,109,109,109,-,-,-,-,-,-,293,293,293,293,-,-,-,-,-,-,2.6880733945,2.6880733945,2.6880733945,2.6880733945,-,-,-,-,-,-
1512,"25204","1720","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ëÂíÜ","",68,67,67,65,-,1,1,-,1,-,253,251,251,246,-,3,2,-,2,-,3.7205882353,3.7462686567,3.7462686567,3.7846153846,-,3.0000000000,2.0000000000,-,2.0000000000,-
1513,"25204","1730","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ìåòVëh","",218,216,216,209,-,7,-,-,2,-,681,673,673,662,-,11,-,-,8,-,3.1238532110,3.1157407407,3.1157407407,3.1674641148,-,1.5714285714,-,-,4.0000000000,-
1514,"25204","1740","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨êºòVëh","",405,375,373,314,-,50,9,2,30,-,1183,1142,1140,1046,-,78,16,2,41,-,2.9209876543,3.0453333333,3.0563002681,3.3312101911,-,1.5600000000,1.7777777778,1.0000000000,1.3666666667,-
1515,"25204","1750","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨êŒéõ","",122,117,117,117,-,-,-,-,5,-,394,389,389,389,-,-,-,-,5,-,3.2295081967,3.3247863248,3.3247863248,3.3247863248,-,-,-,-,1.0000000000,-
1516,"25204","1760","2","","","","é†âÍåß","ãﬂç]î™î¶és","à¿ìyí¨ì‡ñÏ","",137,137,137,137,-,-,-,-,-,-,442,442,442,442,-,-,-,-,-,-,3.2262773723,3.2262773723,3.2262773723,3.2262773723,-,-,-,-,-,-
1517,"25204","1770","2","","","","é†âÍåß","ãﬂç]î™î¶és","â´ìáí¨","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1518,"25206","","1","","","","é†âÍåß","ëêí√és","","",60180,58652,58288,34073,842,21372,2001,364,1528,-,135846,134003,133305,98803,1836,29116,3550,698,1843,-,2.2573280160,2.2847132238,2.2870059017,2.8997446659,2.1805225653,1.3623432529,1.7741129435,1.9175824176,1.2061518325,-
1519,"25206","0010","2","","","","é†âÍåß","ëêí√és","înèÍí¨","",198,196,195,160,-,32,3,1,2,-,562,557,556,472,-,74,10,1,5,-,2.8383838384,2.8418367347,2.8512820513,2.9500000000,-,2.3125000000,3.3333333333,1.0000000000,2.5000000000,-
1520,"25206","0020","2","","","","é†âÍåß","ëêí√és","éRéõí¨","",602,467,462,362,-,76,24,5,135,-,1512,1376,1364,1222,-,116,26,12,136,-,2.5116279070,2.9464668094,2.9523809524,3.3756906077,-,1.5263157895,1.0833333333,2.4000000000,1.0074074074,-
1521,"25206","0030","2","","","","é†âÍåß","ëêí√és","â™ñ{í¨","",722,582,580,356,-,207,17,2,140,-,1553,1413,1410,1152,-,235,23,3,140,-,2.1509695291,2.4278350515,2.4310344828,3.2359550562,-,1.1352657005,1.3529411765,1.5000000000,1.0000000000,-
1522,"25206","0040","2","","","","é†âÍåß","ëêí√és","ê¬íní¨","",2131,2056,2047,1302,-,699,46,9,75,-,5313,5215,5198,4099,-,1012,87,17,98,-,2.4931956828,2.5364785992,2.5393258427,3.1482334869,-,1.4477825465,1.8913043478,1.8888888889,1.3066666667,-
1523,"25206","0051","2","","","","é†âÍåß","ëêí√és","í«ï™","",1832,1813,1804,1045,-,717,42,9,19,-,4469,4442,4427,3242,-,1110,75,15,27,-,2.4394104803,2.4500827358,2.4539911308,3.1023923445,-,1.5481171548,1.7857142857,1.6666666667,1.4210526316,-
1524,"25206","005101","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇPíöñ⁄",62,62,62,9,-,52,1,-,-,-,108,108,108,30,-,74,4,-,-,-,1.7419354839,1.7419354839,1.7419354839,3.3333333333,-,1.4230769231,4.0000000000,-,-,-
1525,"25206","005102","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇQíöñ⁄",421,413,413,130,-,265,18,-,8,-,877,869,869,445,-,394,30,-,8,-,2.0831353919,2.1041162228,2.1041162228,3.4230769231,-,1.4867924528,1.6666666667,-,1.0000000000,-
1526,"25206","005103","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇRíöñ⁄",496,487,481,237,-,230,14,6,9,-,1079,1070,1058,721,-,319,18,12,9,-,2.1754032258,2.1971252567,2.1995841996,3.0421940928,-,1.3869565217,1.2857142857,2.0000000000,1.0000000000,-
1527,"25206","005104","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇSíöñ⁄",237,236,236,157,-,75,4,-,1,-,636,633,633,485,-,134,14,-,3,-,2.6835443038,2.6822033898,2.6822033898,3.0891719745,-,1.7866666667,3.5000000000,-,3.0000000000,-
1528,"25206","005105","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇTíöñ⁄",189,189,188,129,-,56,3,1,-,-,509,509,508,398,-,104,6,1,-,-,2.6931216931,2.6931216931,2.7021276596,3.0852713178,-,1.8571428571,2.0000000000,1.0000000000,-,-
1529,"25206","005106","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇUíöñ⁄",203,203,201,197,-,3,1,2,-,-,640,640,638,623,-,13,2,2,-,-,3.1527093596,3.1527093596,3.1741293532,3.1624365482,-,4.3333333333,2.0000000000,1.0000000000,-,-
1530,"25206","005107","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇVíöñ⁄",29,29,29,27,-,2,-,-,-,-,78,78,78,73,-,5,-,-,-,-,2.6896551724,2.6896551724,2.6896551724,2.7037037037,-,2.5000000000,-,-,-,-
1531,"25206","005108","3","","","","é†âÍåß","ëêí√és","í«ï™","ÇWíöñ⁄",195,194,194,159,-,34,1,-,1,-,542,535,535,467,-,67,1,-,7,-,2.7794871795,2.7577319588,2.7577319588,2.9371069182,-,1.9705882353,1.0000000000,-,7.0000000000,-
1532,"25206","0052","2","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","",1323,1321,1314,941,-,363,10,7,2,-,3780,3775,3765,3255,-,491,19,10,5,-,2.8571428571,2.8576835731,2.8652968037,3.4590860786,-,1.3526170799,1.9000000000,1.4285714286,2.5000000000,-
1533,"25206","005201","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇPíöñ⁄",113,112,112,6,-,106,-,-,1,-,130,126,126,17,-,109,-,-,4,-,1.1504424779,1.1250000000,1.1250000000,2.8333333333,-,1.0283018868,-,-,4.0000000000,-
1534,"25206","005202","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇQíöñ⁄",323,323,320,171,-,142,7,3,-,-,795,795,792,587,-,194,11,3,-,-,2.4613003096,2.4613003096,2.4750000000,3.4327485380,-,1.3661971831,1.5714285714,1.0000000000,-,-
1535,"25206","005203","3","çáéZínàÊÇ†ÇË","","005204","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇRíöñ⁄",293,293,292,268,-,22,2,1,-,-,927,927,926,869,-,51,6,1,-,-,3.1638225256,3.1638225256,3.1712328767,3.2425373134,-,2.3181818182,3.0000000000,1.0000000000,-,-
1536,"25206","005204","3","îÈìΩínàÊ","005203","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇSíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1537,"25206","005205","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇTíöñ⁄",82,82,81,81,-,-,-,1,-,-,287,287,286,286,-,-,-,1,-,-,3.5000000000,3.5000000000,3.5308641975,3.5308641975,-,-,-,1.0000000000,-,-
1538,"25206","005206","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇUíöñ⁄",202,201,200,166,-,34,-,1,1,-,662,661,659,594,-,65,-,2,1,-,3.2772277228,3.2885572139,3.2950000000,3.5783132530,-,1.9117647059,-,2.0000000000,1.0000000000,-
1539,"25206","005207","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇVíöñ⁄",162,162,162,161,-,1,-,-,-,-,617,617,617,613,-,4,-,-,-,-,3.8086419753,3.8086419753,3.8086419753,3.8074534161,-,4.0000000000,-,-,-,-
1540,"25206","005208","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇWíöñ⁄",33,33,33,33,-,-,-,-,-,-,105,105,105,105,-,-,-,-,-,-,3.1818181818,3.1818181818,3.1818181818,3.1818181818,-,-,-,-,-,-
1541,"25206","005209","3","","","","é†âÍåß","ëêí√és","í«ï™ìÏ","ÇXíöñ⁄",115,115,114,55,-,58,1,1,-,-,257,257,254,184,-,68,2,3,-,-,2.2347826087,2.2347826087,2.2280701754,3.3454545455,-,1.1724137931,2.0000000000,3.0000000000,-,-
1542,"25206","0100","2","","","","é†âÍåß","ëêí√és","é·ëê","",911,906,903,789,-,107,7,3,5,-,2254,2236,2230,2044,-,164,22,6,18,-,2.4742041712,2.4679911700,2.4695459579,2.5906210393,-,1.5327102804,3.1428571429,2.0000000000,3.6000000000,-
1543,"25206","010001","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇPíöñ⁄",189,188,186,101,-,85,-,2,1,-,358,355,351,262,-,89,-,4,3,-,1.8941798942,1.8882978723,1.8870967742,2.5940594059,-,1.0470588235,-,2.0000000000,3.0000000000,-
1544,"25206","010002","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇQíöñ⁄",113,113,113,110,-,3,-,-,-,-,310,310,310,296,-,14,-,-,-,-,2.7433628319,2.7433628319,2.7433628319,2.6909090909,-,4.6666666667,-,-,-,-
1545,"25206","010003","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇRíöñ⁄",102,101,101,98,-,3,-,-,1,-,269,264,264,253,-,11,-,-,5,-,2.6372549020,2.6138613861,2.6138613861,2.5816326531,-,3.6666666667,-,-,5.0000000000,-
1546,"25206","010004","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇSíöñ⁄",110,110,109,102,-,6,1,1,-,-,273,273,271,248,-,19,4,2,-,-,2.4818181818,2.4818181818,2.4862385321,2.4313725490,-,3.1666666667,4.0000000000,2.0000000000,-,-
1547,"25206","010005","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇTíöñ⁄",87,87,87,85,-,2,-,-,-,-,220,220,220,215,-,5,-,-,-,-,2.5287356322,2.5287356322,2.5287356322,2.5294117647,-,2.5000000000,-,-,-,-
1548,"25206","010006","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇUíöñ⁄",131,128,128,122,-,3,3,-,3,-,340,330,330,313,-,8,9,-,10,-,2.5954198473,2.5781250000,2.5781250000,2.5655737705,-,2.6666666667,3.0000000000,-,3.3333333333,-
1549,"25206","010007","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇVíöñ⁄",94,94,94,88,-,3,3,-,-,-,251,251,251,233,-,9,9,-,-,-,2.6702127660,2.6702127660,2.6702127660,2.6477272727,-,3.0000000000,3.0000000000,-,-,-
1550,"25206","010008","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇWíöñ⁄",85,85,85,83,-,2,-,-,-,-,233,233,233,224,-,9,-,-,-,-,2.7411764706,2.7411764706,2.7411764706,2.6987951807,-,4.5000000000,-,-,-,-
1551,"25206","0140","2","","","","é†âÍåß","ëêí√és","ìåëêí√","",1146,1126,1120,535,-,502,83,6,20,-,2538,2517,2511,1553,-,823,135,6,21,-,2.2146596859,2.2353463588,2.2419642857,2.9028037383,-,1.6394422311,1.6265060241,1.0000000000,1.0500000000,-
1552,"25206","014001","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇPíöñ⁄",395,391,390,191,-,170,29,1,4,-,839,834,833,529,-,265,39,1,5,-,2.1240506329,2.1329923274,2.1358974359,2.7696335079,-,1.5588235294,1.3448275862,1.0000000000,1.2500000000,-
1553,"25206","014002","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇQíöñ⁄",337,322,321,175,-,121,25,1,15,-,822,807,806,525,-,241,40,1,15,-,2.4391691395,2.5062111801,2.5109034268,3.0000000000,-,1.9917355372,1.6000000000,1.0000000000,1.0000000000,-
1554,"25206","014003","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇRíöñ⁄",397,396,392,158,-,205,29,4,1,-,844,843,839,472,-,311,56,4,1,-,2.1259445844,2.1287878788,2.1403061224,2.9873417722,-,1.5170731707,1.9310344828,1.0000000000,1.0000000000,-
1555,"25206","014004","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇSíöñ⁄",17,17,17,11,-,6,-,-,-,-,33,33,33,27,-,6,-,-,-,-,1.9411764706,1.9411764706,1.9411764706,2.4545454545,-,1.0000000000,-,-,-,-
1556,"25206","0180","2","","","","é†âÍåß","ëêí√és","ëêí√","",1649,1630,1612,1054,-,501,57,18,19,-,3923,3889,3844,2939,-,796,109,45,34,-,2.3790175864,2.3858895706,2.3846153846,2.7884250474,-,1.5888223553,1.9122807018,2.5000000000,1.7894736842,-
1557,"25206","018001","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇPíöñ⁄",381,374,369,225,-,128,16,5,7,-,921,912,900,653,-,215,32,12,9,-,2.4173228346,2.4385026738,2.4390243902,2.9022222222,-,1.6796875000,2.0000000000,2.4000000000,1.2857142857,-
1558,"25206","018002","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇQíöñ⁄",565,559,552,375,-,153,24,7,6,-,1318,1305,1291,991,-,261,39,14,13,-,2.3327433628,2.3345259392,2.3387681159,2.6426666667,-,1.7058823529,1.6250000000,2.0000000000,2.1666666667,-
1559,"25206","018003","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇRíöñ⁄",346,344,342,211,-,116,15,2,2,-,818,816,813,609,-,168,36,3,2,-,2.3641618497,2.3720930233,2.3771929825,2.8862559242,-,1.4482758621,2.4000000000,1.5000000000,1.0000000000,-
1560,"25206","018004","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇSíöñ⁄",357,353,349,243,-,104,2,4,4,-,866,856,840,686,-,152,2,16,10,-,2.4257703081,2.4249291785,2.4068767908,2.8230452675,-,1.4615384615,1.0000000000,4.0000000000,2.5000000000,-
1561,"25206","0220","2","","","","é†âÍåß","ëêí√és","êºëêí√","",425,422,414,248,45,111,10,8,3,-,979,976,961,639,121,185,16,15,3,-,2.3035294118,2.3127962085,2.3212560386,2.5766129032,2.6888888889,1.6666666667,1.6000000000,1.8750000000,1.0000000000,-
1562,"25206","022001","3","","","","é†âÍåß","ëêí√és","êºëêí√","ÇPíöñ⁄",304,301,296,150,45,91,10,5,3,-,675,672,663,387,121,139,16,9,3,-,2.2203947368,2.2325581395,2.2398648649,2.5800000000,2.6888888889,1.5274725275,1.6000000000,1.8000000000,1.0000000000,-
1563,"25206","022002","3","","","","é†âÍåß","ëêí√és","êºëêí√","ÇQíöñ⁄",121,121,118,98,-,20,-,3,-,-,304,304,298,252,-,46,-,6,-,-,2.5123966942,2.5123966942,2.5254237288,2.5714285714,-,2.3000000000,-,2.0000000000,-,-
1564,"25206","0240","2","","","","é†âÍåß","ëêí√és","ëêí√í¨","",1283,1264,1259,875,7,342,35,5,19,-,3148,3118,3105,2443,11,584,67,13,30,-,2.4536243180,2.4667721519,2.4662430500,2.7920000000,1.5714285714,1.7076023392,1.9142857143,2.6000000000,1.5789473684,-
1565,"25206","024000","3","","","","é†âÍåß","ëêí√és","ëêí√í¨","",1225,1206,1201,824,7,336,34,5,19,-,2958,2928,2915,2268,11,571,65,13,30,-,2.4146938776,2.4278606965,2.4271440466,2.7524271845,1.5714285714,1.6994047619,1.9117647059,2.6000000000,1.5789473684,-
1566,"25206","024001","3","","","","é†âÍåß","ëêí√és","ëêí√í¨","",58,58,58,51,-,6,1,-,-,-,190,190,190,175,-,13,2,-,-,-,3.2758620690,3.2758620690,3.2758620690,3.4313725490,-,2.1666666667,2.0000000000,-,-,-
1567,"25206","0250","2","","","","é†âÍåß","ëêí√és","ñÓëq","",897,886,884,287,-,568,29,2,11,-,1673,1658,1653,872,-,739,42,5,15,-,1.8651059086,1.8713318284,1.8699095023,3.0383275261,-,1.3010563380,1.4482758621,2.5000000000,1.3636363636,-
1568,"25206","025001","3","","","","é†âÍåß","ëêí√és","ñÓëq","ÇPíöñ⁄",430,420,419,161,-,248,10,1,10,-,853,842,841,503,-,322,16,1,11,-,1.9837209302,2.0047619048,2.0071599045,3.1242236025,-,1.2983870968,1.6000000000,1.0000000000,1.1000000000,-
