1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—ÇPê¢ë—ìñÇΩÇËêlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êîÅC65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êîãyÇ—3ê¢ë„ê¢ë—Å\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,ÇPê¢ë—ìñÇΩÇËêlàı,,,,,,,,,,ÅiçƒåfÅjÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj18çŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êî,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—
1544,"25206","010002","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇQíöñ⁄",113,103,97,39,52,6,-,10,-,3,310,300,278,78,186,22,-,10,-,13,2.7433628319,2.9126213592,2.8659793814,2.0000000000,3.5769230769,3.6666666667,-,1.0000000000,-,4.3333333333,8,8,8,-,8,-,-,-,-,-,20,20,20,-,20,-,-,-,-,-,54,49,45,25,18,4,-,5,-,3,22,17,17,17,-,-,-,5,-,-
1545,"25206","010003","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇRíöñ⁄",102,94,89,39,41,5,-,8,-,4,269,261,242,78,142,19,-,8,-,16,2.6372549020,2.7765957447,2.7191011236,2.0000000000,3.4634146341,3.8000000000,-,1.0000000000,-,4.0000000000,4,4,3,-,3,1,-,-,-,1,16,16,12,-,11,4,-,-,-,4,61,55,50,28,19,5,-,6,-,4,27,21,21,21,-,-,-,6,-,-
1546,"25206","010004","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇSíöñ⁄",110,98,90,48,35,8,-,12,-,2,273,261,232,96,120,29,-,12,-,8,2.4818181818,2.6632653061,2.5777777778,2.0000000000,3.4285714286,3.6250000000,-,1.0000000000,-,4.0000000000,5,5,4,-,4,1,-,-,-,-,18,18,16,-,13,2,-,-,-,1,65,58,51,39,10,7,-,7,-,2,35,28,27,27,-,1,-,7,-,-
1547,"25206","010005","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇTíöñ⁄",87,75,72,35,34,3,-,12,-,1,220,208,196,70,117,12,-,12,-,4,2.5287356322,2.7733333333,2.7222222222,2.0000000000,3.4411764706,4.0000000000,-,1.0000000000,-,4.0000000000,3,3,3,-,3,-,-,-,-,-,10,10,10,-,9,-,-,-,-,-,54,46,43,26,15,3,-,8,-,1,26,18,18,18,-,-,-,8,-,-
1548,"25206","010006","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇUíöñ⁄",131,119,106,56,39,13,-,12,-,8,340,328,274,112,136,54,-,12,-,38,2.5954198473,2.7563025210,2.5849056604,2.0000000000,3.4871794872,4.1538461538,-,1.0000000000,-,4.7500000000,7,7,4,-,4,3,-,-,-,3,16,16,11,-,10,5,-,-,-,5,81,72,61,42,13,11,-,9,-,7,41,32,31,31,-,1,-,9,-,-
1549,"25206","010007","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇVíöñ⁄",94,87,80,38,34,7,-,7,-,5,251,244,214,76,119,30,-,7,-,24,2.6702127660,2.8045977011,2.6750000000,2.0000000000,3.5000000000,4.2857142857,-,1.0000000000,-,4.8000000000,4,4,4,-,4,-,-,-,-,-,18,18,14,-,13,4,-,-,-,4,46,42,35,26,6,7,-,4,-,5,22,18,18,17,-,-,-,4,-,-
1550,"25206","010008","3","","","","é†âÍåß","ëêí√és","é·ëê","ÇWíöñ⁄",85,78,71,30,35,7,-,7,-,5,233,226,197,60,125,29,-,7,-,23,2.7411764706,2.8974358974,2.7746478873,2.0000000000,3.5714285714,4.1428571429,-,1.0000000000,-,4.6000000000,7,7,6,-,6,1,-,-,-,1,16,16,15,-,15,1,-,-,-,1,31,27,21,14,5,6,-,4,-,4,15,11,10,10,-,1,-,4,-,-
1551,"25206","0140","2","","","","é†âÍåß","ëêí√és","ìåëêí√","",1146,672,616,215,321,56,14,457,3,40,2538,2039,1806,430,1182,233,33,457,9,187,2.2146596859,3.0342261905,2.9318181818,2.0000000000,3.6822429907,4.1607142857,2.3571428571,1.0000000000,3.0000000000,4.6750000000,108,108,107,-,103,1,-,-,-,1,257,254,232,-,206,22,1,2,-,21,303,228,179,111,45,49,1,74,-,38,171,97,96,94,-,1,-,74,-,-
1552,"25206","014001","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇPíöñ⁄",395,218,194,77,91,24,7,169,1,19,839,648,545,154,326,103,19,169,3,88,2.1240506329,2.9724770642,2.8092783505,2.0000000000,3.5824175824,4.2916666667,2.7142857143,1.0000000000,3.0000000000,4.6315789474,29,29,28,-,26,1,-,-,-,1,78,76,65,-,53,11,1,1,-,11,127,90,67,47,13,23,1,36,-,19,79,43,42,42,-,1,-,36,-,-
1553,"25206","014002","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇQíöñ⁄",337,230,212,69,116,18,5,102,-,12,822,710,635,138,432,75,10,102,-,57,2.4391691395,3.0869565217,2.9952830189,2.0000000000,3.7241379310,4.1666666667,2.0000000000,1.0000000000,-,4.7500000000,36,36,36,-,36,-,-,-,-,-,92,92,86,-,79,6,-,-,-,5,94,76,61,34,19,15,-,18,-,11,44,26,26,25,-,-,-,18,-,-
1554,"25206","014003","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇRíöñ⁄",397,216,202,68,108,14,2,177,2,9,844,657,602,136,404,55,4,177,6,42,2.1259445844,3.0416666667,2.9801980198,2.0000000000,3.7407407407,3.9285714286,2.0000000000,1.0000000000,3.0000000000,4.6666666667,41,41,41,-,39,-,-,-,-,-,83,82,77,-,70,5,-,1,-,5,80,60,49,30,12,11,-,20,-,8,48,28,28,27,-,-,-,20,-,-
1555,"25206","014004","3","","","","é†âÍåß","ëêí√és","ìåëêí√","ÇSíöñ⁄",17,8,8,1,6,-,-,9,-,-,33,24,24,2,20,-,-,9,-,-,1.9411764706,3.0000000000,3.0000000000,2.0000000000,3.3333333333,-,-,1.0000000000,-,-,2,2,2,-,2,-,-,-,-,-,4,4,4,-,4,-,-,-,-,-,2,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1556,"25206","0180","2","","","","é†âÍåß","ëêí√és","ëêí√","",1649,1070,893,316,434,177,9,569,1,123,3923,3332,2552,632,1588,780,18,569,4,620,2.3790175864,3.1140186916,2.8577827548,2.0000000000,3.6589861751,4.4067796610,2.0000000000,1.0000000000,4.0000000000,5.0406504065,120,120,104,-,98,16,-,-,-,16,325,325,257,-,224,68,-,-,-,64,713,544,381,192,114,163,-,169,-,118,336,167,158,155,-,9,-,169,-,-
1557,"25206","018001","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇPíöñ⁄",381,249,205,84,93,44,3,129,-,29,921,786,585,168,350,201,6,129,-,156,2.4173228346,3.1566265060,2.8536585366,2.0000000000,3.7634408602,4.5681818182,2.0000000000,1.0000000000,-,5.3793103448,30,30,26,-,25,4,-,-,-,4,82,82,64,-,57,18,-,-,-,16,175,131,91,56,20,40,-,44,-,29,92,48,47,47,-,1,-,44,-,-
1558,"25206","018002","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇQíöñ⁄",565,365,321,114,163,44,2,197,1,29,1318,1113,924,228,595,189,4,197,4,144,2.3327433628,3.0493150685,2.8785046729,2.0000000000,3.6503067485,4.2954545455,2.0000000000,1.0000000000,4.0000000000,4.9655172414,38,38,33,-,31,5,-,-,-,5,107,107,93,-,81,14,-,-,-,14,230,174,133,64,45,41,-,56,-,28,111,55,53,53,-,2,-,56,-,-
1559,"25206","018003","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇRíöñ⁄",346,222,169,63,77,53,2,122,-,39,818,692,463,126,273,229,4,122,-,190,2.3641618497,3.1171171171,2.7396449704,2.0000000000,3.5454545455,4.3207547170,2.0000000000,1.0000000000,-,4.8717948718,24,24,21,-,20,3,-,-,-,3,57,57,41,-,37,16,-,-,-,16,163,129,78,35,24,51,-,34,-,37,71,37,31,29,-,6,-,34,-,-
1560,"25206","018004","3","","","","é†âÍåß","ëêí√és","ëêí√","ÇSíöñ⁄",357,234,198,55,101,36,2,121,-,26,866,741,580,110,370,161,4,121,-,130,2.4257703081,3.1666666667,2.9292929293,2.0000000000,3.6633663366,4.4722222222,2.0000000000,1.0000000000,-,5.0000000000,28,28,24,-,22,4,-,-,-,4,79,79,59,-,49,20,-,-,-,18,145,110,79,37,25,31,-,35,-,24,62,27,27,26,-,-,-,35,-,-
1561,"25206","0220","2","","","","é†âÍåß","ëêí√és","êºëêí√","",425,269,237,77,111,32,5,151,-,23,979,817,684,154,410,133,11,151,-,108,2.3035294118,3.0371747212,2.8860759494,2.0000000000,3.6936936937,4.1562500000,2.2000000000,1.0000000000,-,4.6956521739,36,36,29,-,23,7,-,-,-,7,86,86,69,-,52,17,-,-,-,17,179,127,103,45,37,24,-,52,-,19,86,34,33,32,-,1,-,52,-,-
1562,"25206","022001","3","","","","é†âÍåß","ëêí√és","êºëêí√","ÇPíöñ⁄",304,172,149,45,71,23,5,127,-,16,675,537,441,90,268,96,11,127,-,76,2.2203947368,3.1220930233,2.9597315436,2.0000000000,3.7746478873,4.1739130435,2.2000000000,1.0000000000,-,4.7500000000,26,26,22,-,16,4,-,-,-,4,59,59,47,-,32,12,-,-,-,12,111,76,58,22,23,18,-,35,-,13,50,15,14,13,-,1,-,35,-,-
1563,"25206","022002","3","","","","é†âÍåß","ëêí√és","êºëêí√","ÇQíöñ⁄",121,97,88,32,40,9,-,24,-,7,304,280,243,64,142,37,-,24,-,32,2.5123966942,2.8865979381,2.7613636364,2.0000000000,3.5500000000,4.1111111111,-,1.0000000000,-,4.5714285714,10,10,7,-,7,3,-,-,-,3,27,27,22,-,20,5,-,-,-,5,68,51,45,23,14,6,-,17,-,6,36,19,19,19,-,-,-,17,-,-
1564,"25206","0240","2","","","","é†âÍåß","ëêí√és","ëêí√í¨","",1283,880,805,256,446,75,4,397,2,59,3148,2738,2398,512,1636,340,8,397,5,290,2.4536243180,3.1113636364,2.9788819876,2.0000000000,3.6681614350,4.5333333333,2.0000000000,1.0000000000,2.5000000000,4.9152542373,141,141,128,-,122,13,-,-,-,13,316,313,277,-,247,36,-,3,-,35,381,296,236,131,73,60,1,84,-,50,193,108,106,106,-,2,1,84,-,-
1565,"25206","024000","3","","","","é†âÍåß","ëêí√és","ëêí√í¨","",1225,825,753,245,412,72,4,394,2,57,2958,2551,2225,490,1504,326,8,394,5,279,2.4146938776,3.0921212121,2.9548472776,2.0000000000,3.6504854369,4.5277777778,2.0000000000,1.0000000000,2.5000000000,4.8947368421,137,137,124,-,118,13,-,-,-,13,290,287,254,-,229,33,-,3,-,33,371,287,229,127,72,58,1,83,-,48,189,105,103,103,-,2,1,83,-,-
1566,"25206","024001","3","","","","é†âÍåß","ëêí√és","ëêí√í¨","",58,55,52,11,34,3,-,3,-,2,190,187,173,22,132,14,-,3,-,11,3.2758620690,3.4000000000,3.3269230769,2.0000000000,3.8823529412,4.6666666667,-,1.0000000000,-,5.5000000000,4,4,4,-,4,-,-,-,-,-,26,26,23,-,18,3,-,-,-,2,10,9,7,4,1,2,-,1,-,2,4,3,3,3,-,-,-,1,-,-
1567,"25206","0250","2","","","","é†âÍåß","ëêí√és","ñÓëq","",897,349,305,94,175,44,7,537,4,34,1673,1112,924,188,652,188,14,537,10,160,1.8651059086,3.1862464183,3.0295081967,2.0000000000,3.7257142857,4.2727272727,2.0000000000,1.0000000000,2.5000000000,4.7058823529,80,80,77,-,72,3,-,-,-,3,162,161,144,-,130,17,-,1,-,17,169,119,82,44,23,37,2,48,-,31,91,42,41,39,-,1,1,48,-,-
1568,"25206","025001","3","","","","é†âÍåß","ëêí√és","ñÓëq","ÇPíöñ⁄",430,188,168,48,105,20,1,241,-,16,853,610,522,96,392,88,2,241,-,76,1.9837209302,3.2446808511,3.1071428571,2.0000000000,3.7333333333,4.4000000000,2.0000000000,1.0000000000,-,4.7500000000,51,51,50,-,48,1,-,-,-,1,93,93,85,-,80,8,-,-,-,8,83,61,44,23,15,17,-,22,-,13,46,24,23,22,-,1,-,22,-,-
1569,"25206","025002","3","","","","é†âÍåß","ëêí√és","ñÓëq","ÇQíöñ⁄",467,161,137,46,70,24,6,296,4,18,820,502,402,92,260,100,12,296,10,84,1.7558886510,3.1180124224,2.9343065693,2.0000000000,3.7142857143,4.1666666667,2.0000000000,1.0000000000,2.5000000000,4.6666666667,29,29,27,-,24,2,-,-,-,2,69,68,59,-,50,9,-,1,-,9,86,58,38,21,8,20,2,26,-,18,45,18,18,17,-,-,1,26,-,-
1570,"25206","0270","2","","","","é†âÍåß","ëêí√és","ìåñÓëq","",2507,1556,1405,500,731,151,18,931,2,104,5719,4744,4080,1000,2671,664,40,931,4,527,2.2812126047,3.0488431877,2.9039145907,2.0000000000,3.6538987688,4.3973509934,2.2222222222,1.0000000000,2.0000000000,5.0673076923,241,241,220,-,213,21,-,-,-,21,582,581,514,-,467,67,-,1,-,64,804,648,517,307,138,131,5,151,-,94,433,280,269,266,1,11,2,151,-,-
1571,"25206","027001","3","","","","é†âÍåß","ëêí√és","ìåñÓëq","ÇPíöñ⁄",299,224,197,57,110,27,3,72,-,15,782,704,597,114,412,107,6,72,-,72,2.6153846154,3.1428571429,3.0304568528,2.0000000000,3.7454545455,3.9629629630,2.0000000000,1.0000000000,-,4.8000000000,47,47,44,-,40,3,-,-,-,3,93,93,83,-,74,10,-,-,-,10,100,80,56,27,15,24,-,20,-,15,47,27,25,25,-,2,-,20,-,-
1572,"25206","027002","3","","","","é†âÍåß","ëêí√és","ìåñÓëq","ÇQíöñ⁄",962,540,485,200,225,55,7,415,-,39,2026,1593,1352,400,817,241,18,415,-,192,2.1060291060,2.9500000000,2.7876288660,2.0000000000,3.6311111111,4.3818181818,2.5714285714,1.0000000000,-,4.9230769231,67,67,60,-,57,7,-,-,-,7,166,165,146,-,131,19,-,1,-,17,317,256,209,130,55,47,2,59,-,35,176,116,113,111,1,3,1,59,-,-
1573,"25206","027003","3","","","","é†âÍåß","ëêí√és","ìåñÓëq","ÇRíöñ⁄",750,567,514,165,289,53,6,176,1,40,1973,1783,1535,330,1057,248,12,176,2,213,2.6306666667,3.1446208113,2.9863813230,2.0000000000,3.6574394464,4.6792452830,2.0000000000,1.0000000000,2.0000000000,5.3250000000,102,102,96,-,96,6,-,-,-,6,240,240,213,-,194,27,-,-,-,27,282,228,181,103,56,47,2,52,-,36,145,93,89,89,-,4,-,52,-,-
1574,"25206","027004","3","","","","é†âÍåß","ëêí√és","ìåñÓëq","ÇSíöñ⁄",496,225,209,78,107,16,2,268,1,10,938,664,596,156,385,68,4,268,2,50,1.8911290323,2.9511111111,2.8516746411,2.0000000000,3.5981308411,4.2500000000,2.0000000000,1.0000000000,2.0000000000,5.0000000000,25,25,20,-,20,5,-,-,-,5,83,83,72,-,68,11,-,-,-,10,105,84,71,47,12,13,1,20,-,8,65,44,42,41,-,2,1,20,-,-
1575,"25206","0310","2","","","","é†âÍåß","ëêí√és","êºñÓëq","",829,653,590,189,317,63,6,168,2,45,2240,2053,1761,378,1182,292,15,168,4,236,2.7020506634,3.1439509954,2.9847457627,2.0000000000,3.7287066246,4.6349206349,2.5000000000,1.0000000000,2.0000000000,5.2444444444,119,119,107,-,99,12,-,-,-,11,272,270,240,-,203,30,2,-,-,29,319,269,214,129,53,55,-,50,-,42,160,110,109,108,-,1,-,50,-,-
1576,"25206","031001","3","","","","é†âÍåß","ëêí√és","êºñÓëq","ÇPíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1577,"25206","031002","3","","","","é†âÍåß","ëêí√és","êºñÓëq","ÇQíöñ⁄",179,131,119,32,57,12,3,45,-,6,450,398,354,64,219,44,7,45,-,29,2.5139664804,3.0381679389,2.9747899160,2.0000000000,3.8421052632,3.6666666667,2.3333333333,1.0000000000,-,4.8333333333,31,31,30,-,27,1,-,-,-,1,58,57,53,-,37,4,1,-,-,4,50,34,27,13,6,7,-,16,-,4,29,13,12,12,-,1,-,16,-,-
1578,"25206","031003","3","","","","é†âÍåß","ëêí√és","êºñÓëq","ÇRíöñ⁄",650,522,471,157,260,51,3,123,2,39,1790,1655,1407,314,963,248,8,123,4,207,2.7538461538,3.1704980843,2.9872611465,2.0000000000,3.7038461538,4.8627450980,2.6666666667,1.0000000000,2.0000000000,5.3076923077,88,88,77,-,72,11,-,-,-,10,214,213,187,-,166,26,1,-,-,25,269,235,187,116,47,48,-,34,-,38,131,97,97,96,-,-,-,34,-,-
1579,"25206","0340","2","","","","é†âÍåß","ëêí√és","ëÂòH","",2713,1696,1609,526,902,87,12,1005,-,63,6134,5104,4752,1052,3266,352,25,1005,-,289,2.2609657206,3.0094339623,2.9533871970,2.0000000000,3.6208425721,4.0459770115,2.0833333333,1.0000000000,-,4.5873015873,372,372,360,-,346,12,-,-,-,12,806,804,769,-,706,35,1,1,-,33,584,408,335,207,67,73,1,175,-,55,355,179,174,169,-,5,1,175,-,-
1580,"25206","034001","3","","","","é†âÍåß","ëêí√és","ëÂòH","ÇPíöñ⁄",1157,544,519,194,249,25,2,611,-,17,2162,1546,1450,388,882,96,5,611,-,74,1.8686257563,2.8419117647,2.7938342967,2.0000000000,3.5421686747,3.8400000000,2.5000000000,1.0000000000,-,4.3529411765,96,96,94,-,86,2,-,-,-,2,207,206,197,-,177,9,-,1,-,9,251,162,142,88,26,20,1,88,-,15,167,78,77,76,-,1,1,88,-,-
1581,"25206","034002","3","","","","é†âÍåß","ëêí√és","ëÂòH","ÇQíöñ⁄",1238,890,852,263,514,38,9,339,-,26,3076,2719,2563,526,1854,156,18,339,-,123,2.4846526656,3.0550561798,3.0082159624,2.0000000000,3.6070038911,4.1052631579,2.0000000000,1.0000000000,-,4.7307692308,233,233,226,-,223,7,-,-,-,7,470,469,452,-,422,17,1,-,-,15,242,170,138,83,32,32,-,72,-,23,141,69,68,64,-,1,-,72,-,-
1582,"25206","034003","3","","","","é†âÍåß","ëêí√és","ëÂòH","ÇRíöñ⁄",318,262,238,69,139,24,1,55,-,20,896,839,739,138,530,100,2,55,-,92,2.8176100629,3.2022900763,3.1050420168,2.0000000000,3.8129496403,4.1666666667,2.0000000000,1.0000000000,-,4.6000000000,43,43,40,-,37,3,-,-,-,3,129,129,120,-,107,9,-,-,-,9,91,76,55,36,9,21,-,15,-,17,47,32,29,29,-,3,-,15,-,-
1583,"25206","0370","2","","","","é†âÍåß","ëêí√és","êºëÂòHí¨","",1636,1137,1103,396,586,34,6,493,-,19,3831,3323,3182,792,2104,141,15,493,-,90,2.3416870416,2.9226033421,2.8848594742,2.0000000000,3.5904436860,4.1470588235,2.5000000000,1.0000000000,-,4.7368421053,123,123,118,-,112,5,-,-,-,5,424,421,406,-,375,15,2,1,-,15,461,328,300,199,59,28,2,131,-,18,290,158,157,155,-,1,1,131,-,-
1584,"25206","0380","2","","","","é†âÍåß","ëêí√és","èaêÏ","",1275,791,735,251,411,56,8,470,6,35,2914,2407,2189,502,1511,218,18,470,19,161,2.2854901961,3.0429835651,2.9782312925,2.0000000000,3.6763990268,3.8928571429,2.2500000000,1.0000000000,3.1666666667,4.6000000000,124,124,118,-,116,6,-,-,-,6,331,327,306,-,284,21,1,3,-,19,291,219,176,105,46,43,2,70,-,30,153,82,80,78,-,2,1,70,-,-
1585,"25206","038001","3","","","","é†âÍåß","ëêí√és","èaêÏ","ÇPíöñ⁄",799,557,527,186,295,30,4,238,-,17,1931,1683,1567,372,1086,116,10,238,-,81,2.4167709637,3.0215439856,2.9734345351,2.0000000000,3.6813559322,3.8666666667,2.5000000000,1.0000000000,-,4.7647058824,82,82,80,-,79,2,-,-,-,2,230,227,217,-,205,10,1,2,-,9,200,152,129,80,32,23,1,47,-,15,110,62,61,60,-,1,1,47,-,-
1586,"25206","038002","3","","","","é†âÍåß","ëêí√és","èaêÏ","ÇQíöñ⁄",476,234,208,65,116,26,4,232,6,18,983,724,622,130,425,102,8,232,19,80,2.0651260504,3.0940170940,2.9903846154,2.0000000000,3.6637931034,3.9230769231,2.0000000000,1.0000000000,3.1666666667,4.4444444444,42,42,38,-,37,4,-,-,-,4,101,100,89,-,79,11,-,1,-,10,91,67,47,25,14,20,1,23,-,15,43,20,19,18,-,1,-,23,-,-
1587,"25206","0400","2","","","","é†âÍåß","ëêí√és","êºèaêÏ","",2398,1376,1283,406,734,93,11,994,17,78,5326,4260,3838,812,2684,422,22,994,50,377,2.2210175146,3.0959302326,2.9914263445,2.0000000000,3.6566757493,4.5376344086,2.0000000000,1.0000000000,2.9411764706,4.8333333333,284,284,269,-,262,15,-,-,-,15,646,645,598,-,543,47,-,1,-,46,504,381,299,189,75,82,1,122,-,72,287,165,162,157,1,3,-,122,-,-
1588,"25206","040001","3","","","","é†âÍåß","ëêí√és","êºèaêÏ","ÇPíöñ⁄",1561,674,623,223,331,51,9,876,2,42,2934,2035,1805,446,1198,230,18,876,5,206,1.8795643818,3.0192878338,2.8972712681,2.0000000000,3.6193353474,4.5098039216,2.0000000000,1.0000000000,2.5000000000,4.9047619048,116,116,111,-,106,5,-,-,-,5,290,289,268,-,242,21,-,1,-,21,265,191,146,89,41,45,1,73,-,40,152,79,77,74,1,2,-,73,-,-
1589,"25206","040002","3","","","","é†âÍåß","ëêí√és","êºèaêÏ","ÇQíöñ⁄",837,702,660,183,403,42,2,118,15,36,2392,2225,2033,366,1486,192,4,118,45,171,2.8578255675,3.1695156695,3.0803030303,2.0000000000,3.6873449132,4.5714285714,2.0000000000,1.0000000000,3.0000000000,4.7500000000,168,168,158,-,156,10,-,-,-,10,356,356,330,-,301,26,-,-,-,25,239,190,153,100,34,37,-,49,-,32,135,86,85,83,-,1,-,49,-,-
